,y
6698,close
167357,safe
59306,close
97389,close
208057,very_close
260014,very_close
180135,safe
177806,safe
167694,safe
7414,close
99172,close
133399,safe
67437,close
8904,close
212353,very_close
13238,close
175031,safe
240276,very_close
79819,close
243577,very_close
134132,safe
146740,safe
205194,very_close
44794,close
236072,very_close
227426,very_close
118294,safe
222451,very_close
219183,very_close
281145,very_close
11368,close
139817,safe
4526,close
205519,very_close
257294,very_close
119845,safe
76374,close
145408,safe
279439,very_close
87113,close
113502,safe
114548,safe
185689,safe
36429,close
104367,safe
153381,safe
259457,very_close
64543,close
203269,very_close
180171,safe
191202,safe
222272,very_close
173754,safe
278550,very_close
125035,safe
277190,very_close
186135,safe
97045,close
297087,very_close
158447,safe
268141,very_close
229058,very_close
54229,close
211607,very_close
221079,very_close
65773,close
93804,close
208294,very_close
18736,close
284145,very_close
289705,very_close
72609,close
61493,close
11799,close
12898,close
73595,close
110883,safe
200459,very_close
20204,close
120238,safe
99496,close
44167,close
155953,safe
91468,close
290365,very_close
66499,close
273109,very_close
56756,close
148619,safe
31595,close
140873,safe
181637,safe
262333,very_close
134624,safe
86539,close
171749,safe
37576,close
58449,close
163563,safe
296403,very_close
139575,safe
209437,very_close
34451,close
290494,very_close
70861,close
285837,very_close
178644,safe
33425,close
256642,very_close
248095,very_close
23008,close
153334,safe
90671,close
86197,close
31639,close
42955,close
198842,safe
287104,very_close
270238,very_close
256123,very_close
56789,close
54549,close
145984,safe
8964,close
89057,close
190249,safe
7173,close
85327,close
1270,close
52625,close
8128,close
149325,safe
98148,close
37378,close
30978,close
68120,close
60699,close
15693,close
148209,safe
201359,very_close
38357,close
30259,close
131612,safe
16656,close
168135,safe
35994,close
207642,very_close
195827,safe
8636,close
277630,very_close
281726,very_close
277855,very_close
96968,close
73019,close
87928,close
123842,safe
25531,close
99031,close
245530,very_close
143188,safe
36097,close
207910,very_close
161258,safe
206317,very_close
16607,close
225706,very_close
111770,safe
254292,very_close
79941,close
112359,safe
123388,safe
201110,very_close
157318,safe
278000,very_close
141273,safe
63256,close
150947,safe
286079,very_close
79166,close
7614,close
52615,close
282907,very_close
23257,close
150303,safe
284252,very_close
194244,safe
118679,safe
67191,close
151400,safe
130664,safe
67210,close
153249,safe
269997,very_close
209905,very_close
166895,safe
190346,safe
216745,very_close
5333,close
286103,very_close
10579,close
103225,safe
14353,close
128014,safe
230417,very_close
134311,safe
37617,close
274899,very_close
106631,safe
171042,safe
204250,very_close
139523,safe
253687,very_close
14636,close
134025,safe
8,close
45030,close
165438,safe
232154,very_close
255178,very_close
275291,very_close
187527,safe
115707,safe
195587,safe
85253,close
69870,close
167197,safe
147223,safe
192020,safe
279173,very_close
42708,close
229506,very_close
89478,close
297253,very_close
164581,safe
126765,safe
143608,safe
118894,safe
55689,close
119699,safe
28027,close
81291,close
139192,safe
169838,safe
95999,close
222030,very_close
102173,safe
118281,safe
100022,safe
38654,close
93921,close
21124,close
57756,close
235677,very_close
259124,very_close
65650,close
210019,very_close
234309,very_close
224659,very_close
62114,close
244715,very_close
28006,close
43760,close
30862,close
296281,very_close
24526,close
236512,very_close
151870,safe
94285,close
262169,very_close
114588,safe
176118,safe
10500,close
120551,safe
165189,safe
90210,close
122464,safe
295018,very_close
237389,very_close
224411,very_close
224716,very_close
173208,safe
130181,safe
271066,very_close
9408,close
254868,very_close
230449,very_close
132836,safe
15081,close
55203,close
255865,very_close
70128,close
13483,close
280415,very_close
171216,safe
94869,close
184224,safe
189650,safe
54570,close
120024,safe
277692,very_close
122523,safe
203833,very_close
54537,close
5467,close
252485,very_close
286571,very_close
45374,close
258695,very_close
141136,safe
92497,close
104854,safe
213608,very_close
23394,close
32802,close
172629,safe
155005,safe
140707,safe
104605,safe
98613,close
172347,safe
215356,very_close
12520,close
253927,very_close
197013,safe
79306,close
114842,safe
17554,close
34972,close
141064,safe
265175,very_close
1180,close
77262,close
168680,safe
274261,very_close
162898,safe
26151,close
107188,safe
56772,close
245947,very_close
257012,very_close
101113,safe
74799,close
65141,close
192969,safe
127715,safe
284060,very_close
25685,close
81763,close
157209,safe
282214,very_close
1426,close
151071,safe
67305,close
78390,close
77802,close
29560,close
139170,safe
31414,close
56177,close
182098,safe
295043,very_close
200085,very_close
148206,safe
27654,close
262654,very_close
269305,very_close
254311,very_close
2757,close
83836,close
171621,safe
241983,very_close
131554,safe
157846,safe
12317,close
282213,very_close
241298,very_close
73088,close
126691,safe
169708,safe
79806,close
283089,very_close
80785,close
180200,safe
94039,close
37050,close
289703,very_close
51526,close
118815,safe
172124,safe
183686,safe
23224,close
146059,safe
226707,very_close
88145,close
145101,safe
149217,safe
223138,very_close
103489,safe
15340,close
234010,very_close
38337,close
88907,close
139834,safe
248781,very_close
137866,safe
68411,close
222881,very_close
223879,very_close
248447,very_close
276591,very_close
65540,close
70061,close
85895,close
195693,safe
73888,close
89143,close
69570,close
215266,very_close
77607,close
27079,close
19939,close
149669,safe
87768,close
294490,very_close
24215,close
20814,close
286896,very_close
161482,safe
100464,safe
44915,close
4026,close
224123,very_close
15519,close
232986,very_close
75213,close
169748,safe
5128,close
153687,safe
280629,very_close
24800,close
125960,safe
165580,safe
161470,safe
219205,very_close
107431,safe
135315,safe
80518,close
263400,very_close
163906,safe
101321,safe
190255,safe
152175,safe
5154,close
122613,safe
156392,safe
289772,very_close
230772,very_close
267592,very_close
212598,very_close
203546,very_close
184345,safe
140924,safe
297648,very_close
158691,safe
73457,close
70343,close
228266,very_close
89568,close
275527,very_close
27630,close
195695,safe
187009,safe
232369,very_close
70762,close
127805,safe
31151,close
210308,very_close
127496,safe
88332,close
18795,close
210408,very_close
47053,close
255804,very_close
90274,close
11909,close
166186,safe
233934,very_close
226260,very_close
208221,very_close
167010,safe
9681,close
45365,close
202095,very_close
214741,very_close
183034,safe
197036,safe
197943,safe
261215,very_close
85974,close
298422,very_close
56122,close
82813,close
218839,very_close
94816,close
57187,close
33222,close
273362,very_close
258186,very_close
246389,very_close
222991,very_close
243846,very_close
75776,close
295216,very_close
163107,safe
222836,very_close
25484,close
267248,very_close
293740,very_close
123417,safe
76014,close
5076,close
70937,close
273256,very_close
24632,close
161778,safe
209005,very_close
53355,close
294087,very_close
61546,close
133988,safe
96385,close
119451,safe
7348,close
126052,safe
49920,close
277864,very_close
68564,close
133978,safe
47270,close
267195,very_close
67629,close
176062,safe
9731,close
28851,close
101414,safe
115129,safe
242453,very_close
237173,very_close
180182,safe
192029,safe
13551,close
25707,close
226927,very_close
123096,safe
191666,safe
139814,safe
69684,close
77808,close
57380,close
250206,very_close
249766,very_close
140400,safe
204947,very_close
138129,safe
101431,safe
250012,very_close
26217,close
251460,very_close
277806,very_close
269253,very_close
208971,very_close
89821,close
276524,very_close
90903,close
220956,very_close
28649,close
150791,safe
37385,close
276064,very_close
230908,very_close
171288,safe
99510,close
182171,safe
174788,safe
6729,close
62454,close
160614,safe
133748,safe
288814,very_close
127754,safe
89170,close
132332,safe
93904,close
183738,safe
69539,close
247801,very_close
72802,close
210208,very_close
49881,close
106565,safe
174468,safe
106545,safe
79132,close
105180,safe
3401,close
243614,very_close
75288,close
168609,safe
104116,safe
232988,very_close
137631,safe
130471,safe
232928,very_close
109866,safe
222023,very_close
136225,safe
53400,close
234526,very_close
55637,close
122567,safe
134178,safe
94159,close
214584,very_close
37143,close
150295,safe
99053,close
244404,very_close
240040,very_close
31784,close
34254,close
121149,safe
169311,safe
29145,close
129358,safe
170756,safe
244964,very_close
139132,safe
292725,very_close
101058,safe
127905,safe
113732,safe
230233,very_close
269933,very_close
260681,very_close
293977,very_close
160713,safe
61175,close
195700,safe
170286,safe
190894,safe
223203,very_close
77901,close
236673,very_close
134218,safe
94520,close
30309,close
210565,very_close
37055,close
268418,very_close
165753,safe
132960,safe
296712,very_close
41793,close
7454,close
86809,close
245369,very_close
68924,close
902,close
66948,close
249609,very_close
77037,close
203759,very_close
56766,close
215955,very_close
79230,close
268298,very_close
194884,safe
30664,close
266454,very_close
286979,very_close
136590,safe
26599,close
151691,safe
28701,close
206515,very_close
181409,safe
44548,close
22779,close
172653,safe
78323,close
125426,safe
243473,very_close
248566,very_close
284646,very_close
255214,very_close
86894,close
159212,safe
291036,very_close
270170,very_close
180508,safe
189946,safe
210995,very_close
200612,very_close
21362,close
170347,safe
188078,safe
79480,close
33976,close
210923,very_close
65611,close
81393,close
1777,close
231953,very_close
247224,very_close
169577,safe
86253,close
25640,close
177800,safe
132274,safe
245982,very_close
147713,safe
101831,safe
105951,safe
206933,very_close
161186,safe
176920,safe
268635,very_close
84235,close
81688,close
128131,safe
167147,safe
186175,safe
243042,very_close
96288,close
244578,very_close
20393,close
225644,very_close
97609,close
74761,close
6315,close
135117,safe
117979,safe
260182,very_close
149432,safe
193743,safe
290078,very_close
113889,safe
262632,very_close
70820,close
105107,safe
152510,safe
38691,close
3607,close
53432,close
118619,safe
114866,safe
117034,safe
243374,very_close
257688,very_close
168511,safe
89514,close
120333,safe
115574,safe
89079,close
203742,very_close
109157,safe
529,close
2067,close
44452,close
235870,very_close
176259,safe
83292,close
164322,safe
36739,close
195081,safe
33715,close
255011,very_close
174643,safe
101447,safe
235483,very_close
198032,safe
278116,very_close
271694,very_close
9843,close
24341,close
112885,safe
190365,safe
23441,close
107197,safe
148354,safe
272131,very_close
264037,very_close
276979,very_close
37854,close
145467,safe
167731,safe
46597,close
255253,very_close
228939,very_close
298905,very_close
168635,safe
148855,safe
236570,very_close
89347,close
34259,close
263473,very_close
177908,safe
162938,safe
157397,safe
6118,close
111973,safe
50860,close
199100,safe
19473,close
162270,safe
244343,very_close
252085,very_close
9905,close
248343,very_close
150550,safe
50815,close
298881,very_close
236593,very_close
114994,safe
187017,safe
103368,safe
180430,safe
80556,close
143784,safe
10495,close
164224,safe
100436,safe
278613,very_close
16158,close
155516,safe
155041,safe
180977,safe
221116,very_close
91894,close
223232,very_close
24872,close
194779,safe
37295,close
32832,close
136611,safe
198123,safe
200732,very_close
262810,very_close
57597,close
41039,close
244081,very_close
119658,safe
223394,very_close
236913,very_close
19669,close
147951,safe
6760,close
264169,very_close
140115,safe
293280,very_close
43513,close
28030,close
45993,close
8159,close
229461,very_close
86463,close
153934,safe
69094,close
102027,safe
141621,safe
161466,safe
84611,close
254507,very_close
5356,close
260544,very_close
14500,close
167761,safe
15603,close
60072,close
139915,safe
44717,close
140741,safe
114986,safe
89064,close
203375,very_close
251700,very_close
154153,safe
100096,safe
227928,very_close
15476,close
68982,close
107955,safe
101188,safe
26665,close
245034,very_close
202848,very_close
71890,close
174439,safe
